,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Salary
253,19,Local-gov,27382,Bachelors,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
254,58,Private,259014,Bachelors,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,20,United-States,<=50K
255,42,Self-emp-not-inc,303044,High School,9,Married,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,Others,>50K
256,20,Private,117789,High School,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
257,32,Private,172579,High School,9,Divorced,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
258,45,Private,187666,Associate,11,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
259,50,Private,204518,Compulsory,4,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
260,36,Private,150042,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
261,45,Private,98092,High School,9,Married,Sales,Husband,White,Male,0,0,60,United-States,<=50K
262,17,Private,245918,Compulsory,7,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,<=50K
263,59,Private,146013,Bachelors,10,Married,Sales,Husband,White,Male,4064,0,40,United-States,<=50K
264,26,Private,378322,Compulsory,7,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
265,37,Self-emp-inc,257295,Bachelors,10,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,75,Others,>50K
266,19,Other-service,218956,Bachelors,10,Never-married,Other-service,Own-child,White,Male,0,0,24,Canada,<=50K
267,64,Private,21174,High School,9,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
268,33,Private,185480,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
269,33,Private,222205,High School,9,Married,Craft-repair,Wife,White,Female,0,0,40,United-States,>50K
270,61,Private,69867,High School,9,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
271,17,Private,191260,Compulsory,5,Never-married,Other-service,Own-child,White,Male,1055,0,24,United-States,<=50K
272,50,Self-emp-not-inc,30653,Masters,14,Married,Farming-fishing,Husband,White,Male,2407,0,98,United-States,<=50K
273,27,Local-gov,209109,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,35,United-States,<=50K
274,30,Private,70377,High School,9,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
275,43,Private,477983,High School,9,Married,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
276,44,Private,170924,Bachelors,10,Married,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K
277,35,Private,190174,Bachelors,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
278,25,Private,193787,Bachelors,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
279,24,Private,279472,Bachelors,10,Married,Machine-op-inspct,Wife,White,Female,7298,0,48,United-States,>50K
280,22,Private,34918,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,15,Germany,<=50K
281,42,Local-gov,97688,Bachelors,10,Married,Craft-repair,Husband,White,Male,5178,0,40,United-States,>50K
282,34,Private,175413,Associate,12,Divorced,Sales,Unmarried,Black,Female,0,0,45,United-States,<=50K
283,60,Private,173960,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,42,United-States,<=50K
284,21,Private,205759,High School,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
285,57,Federal-gov,425161,Masters,14,Married,Sales,Husband,White,Male,15024,0,40,United-States,>50K
286,41,Private,220531,Prof-school,15,Married,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
287,50,Private,176609,Bachelors,10,Divorced,Other-service,Not-in-family,White,Male,0,0,45,United-States,<=50K
288,25,Private,371987,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
289,50,Private,193884,Compulsory,4,Married,Craft-repair,Husband,White,Male,0,0,40,Others,<=50K
290,36,Private,200352,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
291,31,Private,127595,High School,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
292,29,Local-gov,220419,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,0,56,United-States,<=50K
293,21,Private,231931,Bachelors,10,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,<=50K
294,27,Private,248402,Bachelors,13,Never-married,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K
295,65,Private,111095,High School,9,Married,Transport-moving,Husband,White,Male,0,0,16,United-States,<=50K
296,37,Self-emp-inc,57424,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K
297,39,Other-service,157443,Masters,14,Married,Other-service,Wife,Asian-Pac-Islander,Female,3464,0,40,Others,<=50K
298,24,Private,278130,High School,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
299,38,Private,169469,High School,9,Divorced,Sales,Not-in-family,White,Male,0,0,80,United-States,<=50K
300,48,Private,146268,Bachelors,13,Married,Adm-clerical,Husband,White,Male,7688,0,40,United-States,>50K
301,21,Private,153718,Bachelors,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,25,United-States,<=50K
302,31,Private,217460,High School,9,Married,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K
303,55,Private,238638,High School,9,Married,Sales,Husband,White,Male,4386,0,40,United-States,>50K
304,24,Private,303296,Bachelors,10,Married,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,Others,<=50K
305,43,Private,173321,High School,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
306,26,Private,193945,Associate,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States,<=50K
307,46,Private,83082,Associate,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,33,United-States,<=50K
308,35,Private,193815,Associate,12,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
309,41,Self-emp-inc,34987,Bachelors,10,Married,Farming-fishing,Husband,White,Male,0,0,54,United-States,>50K
310,26,Private,59306,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
311,34,Private,142897,Masters,14,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,7298,0,35,Taiwan,>50K
312,19,Other-service,860348,Bachelors,10,Never-married,Other-service,Own-child,Black,Female,0,0,25,United-States,<=50K
313,36,Self-emp-not-inc,205607,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,>50K
314,22,Private,199698,Bachelors,10,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,<=50K
315,24,Private,191954,Bachelors,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
316,77,Self-emp-not-inc,138714,Bachelors,10,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
317,22,Private,399087,Compulsory,3,Married,Machine-op-inspct,Other-relative,White,Female,0,0,40,Mexico,<=50K
318,29,Private,423158,Bachelors,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
319,62,Private,159841,High School,9,Widowed,Other-service,Not-in-family,White,Female,0,0,24,United-States,<=50K
320,39,Self-emp-not-inc,174308,High School,9,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
321,43,Private,50356,Bachelors,10,Married,Craft-repair,Husband,White,Male,0,1485,50,United-States,<=50K
322,35,Private,186110,High School,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
323,29,Private,200381,Compulsory,7,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
324,76,Self-emp-not-inc,174309,Masters,14,Married,Craft-repair,Husband,White,Male,0,0,10,United-States,<=50K
325,63,Self-emp-not-inc,78383,High School,9,Married,Farming-fishing,Husband,White,Male,0,0,45,United-States,<=50K
326,23,Other-service,211601,Associate,11,Never-married,Other-service,Own-child,Black,Female,0,0,15,United-States,<=50K
327,43,Private,187728,Bachelors,10,Married,Prof-specialty,Wife,White,Female,0,1887,50,United-States,>50K
328,58,Self-emp-not-inc,321171,High School,9,Married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
329,66,Private,127921,High School,9,Never-married,Transport-moving,Not-in-family,White,Male,2050,0,55,United-States,<=50K
330,41,Private,206565,Bachelors,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,45,United-States,<=50K
331,26,Private,224563,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
332,47,Private,178686,Associate,11,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
333,55,Local-gov,98545,Compulsory,6,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
334,53,Private,242606,High School,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
335,17,Private,270942,Compulsory,3,Never-married,Other-service,Other-relative,White,Male,0,0,48,Mexico,<=50K
336,30,Private,94235,High School,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
337,49,Private,71195,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,<=50K
338,19,Private,104112,High School,9,Never-married,Sales,Unmarried,Black,Male,0,0,30,Others,<=50K
339,45,Private,261192,High School,9,Married,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
340,26,Private,94936,Associate,12,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
341,38,Private,296478,Associate,11,Married,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K
342,36,State-gov,119272,High School,9,Married,Protective-serv,Husband,White,Male,7298,0,40,United-States,>50K
343,33,Private,85043,High School,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,20,United-States,<=50K
344,22,State-gov,293364,Bachelors,10,Never-married,Protective-serv,Own-child,Black,Female,0,0,40,United-States,<=50K
345,43,Self-emp-not-inc,241895,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,42,United-States,<=50K
346,67,Other-service,36135,Compulsory,7,Married,Other-service,Husband,White,Male,0,0,8,United-States,<=50K
347,30,Other-service,151989,Associate,11,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
348,56,Private,101128,Associate,12,Married,Other-service,Not-in-family,White,Male,0,0,25,Iran,<=50K
349,31,Private,156464,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,25,United-States,<=50K
350,33,Private,117963,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
351,26,Private,192262,High School,9,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
352,33,Private,111363,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
353,46,Local-gov,329752,Compulsory,7,Married,Transport-moving,Husband,White,Male,0,0,30,United-States,<=50K
354,59,Other-service,372020,Bachelors,13,Married,Other-service,Husband,White,Male,0,0,40,United-States,>50K
355,38,Federal-gov,95432,High School,9,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
356,65,Private,161400,Compulsory,7,Widowed,Other-service,Unmarried,Other,Male,0,0,40,United-States,<=50K
357,40,Private,96129,Associate,11,Married,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
358,42,Private,111949,High School,9,Married,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
359,26,Self-emp-not-inc,117125,Compulsory,5,Married,Craft-repair,Husband,White,Male,0,0,40,Others,<=50K
360,36,Private,348022,Compulsory,6,Married,Other-service,Wife,White,Female,0,0,24,United-States,<=50K
361,62,Private,270092,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
362,43,Private,180609,Bachelors,13,Married,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
363,43,Private,174575,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,1564,45,United-States,>50K
364,22,Private,410439,High School,9,Married,Sales,Not-in-family,White,Male,0,0,55,United-States,<=50K
365,28,Private,92262,High School,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
366,56,Self-emp-not-inc,183081,Bachelors,10,Married,Sales,Husband,White,Male,0,0,45,United-States,<=50K
367,22,Private,362589,Associate,12,Never-married,Sales,Not-in-family,White,Female,0,0,15,United-States,<=50K
368,57,Private,212448,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,>50K
369,39,Private,481060,High School,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
370,26,Federal-gov,185885,Bachelors,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,15,United-States,<=50K
371,17,Private,89821,Compulsory,7,Never-married,Other-service,Own-child,White,Male,0,0,10,United-States,<=50K
372,40,State-gov,184018,Associate,11,Married,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,>50K
373,45,Private,256649,High School,9,Married,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
374,44,Private,160323,High School,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
375,20,Local-gov,350845,Bachelors,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,<=50K
376,33,Private,267404,High School,9,Married,Craft-repair,Wife,White,Female,0,0,40,United-States,<=50K
377,23,Private,35633,Bachelors,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
378,46,Self-emp-not-inc,80914,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,30,United-States,<=50K
379,38,Private,172927,High School,9,Married,Sales,Husband,White,Male,0,0,50,United-States,<=50K
380,54,Private,174319,High School,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
381,46,Private,214955,Compulsory,3,Divorced,Craft-repair,Not-in-family,White,Female,0,2339,45,United-States,<=50K
382,25,Private,344991,Bachelors,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
383,46,Private,108699,Bachelors,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
384,36,Local-gov,117312,Bachelors,10,Married,Transport-moving,Wife,White,Female,0,0,40,United-States,<=50K
385,23,Private,396099,High School,9,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
386,29,Private,134152,High School,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
387,44,Private,162028,Bachelors,10,Married,Adm-clerical,Wife,White,Female,0,2415,6,United-States,>50K
388,19,Private,25429,Bachelors,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,<=50K
389,19,Private,232392,High School,9,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
390,35,Private,220098,High School,9,Married,Other-service,Wife,White,Female,0,0,40,United-States,>50K
391,27,Private,301302,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
392,46,Self-emp-not-inc,277946,Associate,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
393,34,State-gov,98101,Bachelors,13,Married,Exec-managerial,Husband,White,Male,7688,0,45,Others,>50K
394,34,Private,196164,High School,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
395,44,Private,115562,Bachelors,10,Married,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
396,45,Private,96975,Bachelors,10,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K
397,20,Other-service,137300,High School,9,Never-married,Other-service,Other-relative,White,Female,0,0,35,United-States,<=50K
398,25,Private,86872,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
399,52,Self-emp-inc,132178,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
400,20,Private,416103,Bachelors,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
401,28,Private,108574,Bachelors,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
402,50,State-gov,288353,Bachelors,13,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
403,34,Private,227689,Associate,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,64,United-States,<=50K
404,28,Private,166481,Compulsory,4,Married,Handlers-cleaners,Husband,Other,Male,0,2179,40,Puerto-Rico,<=50K
405,41,Private,445382,Masters,14,Married,Exec-managerial,Husband,White,Male,0,1977,65,United-States,>50K
406,28,Private,110145,High School,9,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
407,46,Self-emp-not-inc,317253,High School,9,Married,Craft-repair,Husband,White,Male,0,0,25,United-States,<=50K
408,28,Other-service,123147,Bachelors,10,Married,Other-service,Wife,White,Female,0,1887,40,United-States,>50K
409,32,Private,364657,Bachelors,10,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
410,41,Local-gov,42346,Bachelors,10,Divorced,Other-service,Not-in-family,Black,Female,0,0,24,United-States,<=50K
411,24,Private,241951,High School,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,<=50K
412,33,Private,118500,Bachelors,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
